run_id,variant,seed,status,context_length,calibration_loss,calibration_ppl,eval_loss,eval_ppl,retrieval_accuracy,chance_accuracy,above_chance,realized_overlap,n_params,n_gate_refreshes,gate_pool_size,gate_selected,gate_criterion,gate_mean_selected_overlap,contribution_delta_mean,contribution_frac_below_eps,theoretical_causal_edges,actual_edges,sparsity_ratio,edge_count_is_upper_bound
2a99b56222ed,crpa_contribution,1337,completed,512,6.664011478424072,783.6883890730609,6.67386565208435,791.4491657746272,5.833333333333333,5.0,True,0.25554032033930224,12440832,17,24,8,behavioral_contribution,0.7253487408161163,4.967053731282552e-07,1.0,131328,35763.5,0.27232197246588696,False
9e6dc3e72a13,crpa_contribution,2024,completed,512,6.823485374450684,919.1831309193057,6.851776123046875,945.5588449747651,3.3333333333333335,5.0,False,0.2685426849250992,12440832,17,24,8,behavioral_contribution,0.7811983600258827,-5.201859907670454e-07,1.0,131328,35766.833333333336,0.27234735420727746,False
ac58c2ace606,crpa_contribution,42,completed,512,6.671156883239746,789.3082139132289,6.737727785110474,843.6416213030552,4.166666666666667,5.0,False,0.23789342834303775,12440832,17,24,8,behavioral_contribution,0.8206736966967583,-2.1674416281960228e-08,1.0,131328,35748.833333333336,0.2722102928037687,False
