variant,label,n_runs,seeds,statuses,retrieval_accuracy_mean,retrieval_accuracy_std,retrieval_accuracy_ci_low,retrieval_accuracy_ci_high,realized_overlap_mean,realized_overlap_std,realized_overlap_ci_low,realized_overlap_ci_high,eval_loss_mean,eval_loss_std,eval_loss_ci_low,eval_loss_ci_high,eval_ppl_mean,eval_ppl_std,eval_ppl_ci_low,eval_ppl_ci_high,calibration_loss_mean,calibration_loss_std,calibration_loss_ci_low,calibration_loss_ci_high,calibration_ppl_mean,calibration_ppl_std,calibration_ppl_ci_low,calibration_ppl_ci_high,chance_accuracy_mean,chance_accuracy_std,chance_accuracy_ci_low,chance_accuracy_ci_high
crpa_contribution,CRPA contribution-gated,3,42;1337;2024,completed,4.444444444444444,1.2729376930432887,3.3333333333333335,5.833333333333333,0.25399214453581304,0.01538316835041277,0.23789342834303775,0.2685426849250992,6.754456520080566,0.09012725364617262,6.673865652084349,6.851776123046875,860.2165440174825,78.38044624161233,791.4491657746272,945.5588449747651,6.719551245371501,0.09008047287332122,6.664011478424072,6.823485374450684,830.7265779685318,76.6571387918851,783.6883890730609,919.1831309193057,5.0,0.0,5.0,5.0
