seed,sample_budget,n_candidates,top_k,mean_spearman,std_spearman,mean_top_k_agreement,mean_classification_agreement,n_replicates,n_comparisons
42,2,24,8,-0.08704186076626365,0.04686476036544026,0.375,1.0,3,3
42,4,24,8,0.03670133274938129,0.13100314426550103,0.3333333333333333,1.0,3,3
42,8,24,8,-0.1143636978988784,0.13800880217195546,0.20833333333333334,1.0,3,3
42,16,24,8,-0.10684101296898468,0.2514388427681481,0.3333333333333333,1.0,3,3
42,32,24,8,0.12128508036856105,0.11361839960741005,0.4166666666666667,1.0,3,3
